year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2024,2024-01-24,Westbound,All Vehicles,45,43,33,90,299,753,818,746,673,671,631,606,669,773,825,879,833,775,466,267,203,233,107,70,0,0
2024,2024-01-25,Westbound,Light Vehicles,15,20,19,42,150,430,521,523,426,412,494,500,481,579,585,734,757,725,475,311,241,225,108,61,0,0
2024,2024-01-25,Westbound,Heavy Vehicles,36,25,31,54,120,194,222,215,241,228,224,264,242,211,240,211,173,135,75,48,45,55,38,21,0,0
2024,2024-01-25,Westbound,All Vehicles,51,45,50,96,270,624,743,738,667,640,718,764,723,790,825,945,930,860,550,359,286,280,146,82,0,0
2024,2024-01-26,Westbound,Light Vehicles,48,28,31,19,70,156,184,254,348,501,573,583,522,630,859,947,1026,1147,782,556,365,320,226,121,0,0
2024,2024-01-26,Westbound,Heavy Vehicles,14,10,14,15,19,29,33,42,50,66,68,59,65,83,87,87,74,93,55,44,36,40,28,13,0,0
2024,2024-01-26,Westbound,All Vehicles,62,38,45,34,89,185,217,296,398,567,641,642,587,713,946,1034,1100,1240,837,600,401,360,254,134,0,0
2024,2024-01-27,Westbound,Light Vehicles,49,37,31,16,65,161,185,243,359,575,727,669,678,645,719,811,757,764,537,391,326,261,200,96,0,0
2024,2024-01-27,Westbound,Heavy Vehicles,8,6,3,8,17,43,33,41,50,64,85,81,67,66,76,68,62,69,50,54,28,34,18,12,0,0
2024,2024-01-27,Westbound,All Vehicles,57,43,34,24,82,204,218,284,409,639,812,750,745,711,795,879,819,833,587,445,354,295,218,108,0,0
2024,2024-01-28,Westbound,Light Vehicles,70,45,37,27,61,137,139,228,436,712,928,975,933,917,960,828,896,722,611,456,329,185,115,49,0,0
2024,2024-01-28,Westbound,Heavy Vehicles,13,10,6,6,22,23,23,36,63,106,124,110,119,86,106,89,85,100,74,75,36,38,21,8,0,0
2024,2024-01-28,Westbound,All Vehicles,83,55,43,33,83,160,162,264,499,818,1052,1085,1052,1003,1066,917,981,822,685,531,365,223,136,57,0,0
2024,2024-01-29,Westbound,Heavy Vehicles,7,9,17,43,93,165,182,166,173,192,180,193,173,153,154,153,130,106,71,56,48,41,32,26,0,0
2024,2024-01-29,Westbound,Light Vehicles,28,5,10,36,128,245,280,309,240,218,210,213,189,287,286,325,345,321,213,146,111,97,45,23,0,0
2024,2024-01-29,Westbound,All Vehicles,35,14,27,79,221,410,462,475,413,410,390,406,362,440,440,478,475,427,284,202,159,138,77,49,0,0
2024,2024-01-30,Westbound,Light Vehicles,16,14,9,41,186,446,504,509,370,305,254,289,348,357,393,512,563,541,315,135,122,144,62,32,0,0
2024,2024-01-30,Westbound,Heavy Vehicles,31,24,33,66,130,236,247,175,221,192,223,207,215,218,207,210,202,122,96,67,48,34,40,37,0,0
2024,2024-01-30,Westbound,All Vehicles,47,38,42,107,316,682,751,684,591,497,477,496,563,575,600,722,765,663,411,202,170,178,102,69,0,0
2024,2024-01-31,Westbound,Heavy Vehicles,26,22,25,46,129,223,250,219,211,216,211,172,221,239,183,190,204,117,63,46,43,48,44,23,0,0
2024,2024-01-31,Westbound,Light Vehicles,13,10,14,34,172,493,602,609,445,320,341,305,392,379,416,495,561,480,262,144,123,148,68,26,0,0
2024,2024-01-31,Westbound,All Vehicles,39,32,39,80,301,716,852,828,656,536,552,477,613,618,599,685,765,597,325,190,166,196,112,49,0,0
2024,2024-02-02,Westbound,Light Vehicles,10,9,5,18,153,451,494,523,414,394,405,410,423,385,5,7,2,233,325,238,155,106,76,37,0,1
2024,2024-02-02,Westbound,Heavy Vehicles,22,19,9,32,115,199,228,223,188,224,215,206,180,175,1,1,1,41,85,62,44,19,34,13,0,1
2024,2024-02-02,Westbound,All Vehicles,32,28,14,50,268,650,722,746,602,618,620,616,603,560,6,8,3,274,410,300,199,125,110,50,0,1
2024,2024-02-04,Westbound,Heavy Vehicles,15,17,11,9,15,32,39,32,50,53,76,88,72,62,60,61,90,83,89,59,42,39,24,15,0,1
2024,2024-02-04,Westbound,Light Vehicles,62,28,28,24,52,148,164,234,323,447,586,619,536,550,394,459,741,851,712,464,334,201,78,45,0,1
2024,2024-02-04,Westbound,All Vehicles,77,45,39,33,67,180,203,266,373,500,662,707,608,612,454,520,831,934,801,523,376,240,102,60,0,1
2024,2024-02-05,Westbound,Heavy Vehicles,15,10,23,48,91,157,164,178,167,144,157,147,110,128,140,116,99,91,73,49,38,19,,,0,1
2024,2024-02-05,Westbound,Light Vehicles,11,11,11,19,121,243,285,275,201,199,159,176,144,175,221,219,297,270,153,109,73,29,1,,0,1
2024,2024-02-05,Westbound,All Vehicles,26,21,34,67,212,400,449,453,368,343,316,323,254,303,361,335,396,361,226,158,111,48,1,,0,1
2024,2024-02-06,Westbound,Light Vehicles,18,10,8,42,122,267,443,341,330,307,274,217,231,316,276,369,296,322,145,117,80,100,34,22,0,0
2024,2024-02-06,Westbound,Heavy Vehicles,28,25,26,53,63,165,193,121,161,148,167,153,120,140,133,127,122,81,61,36,43,64,27,23,0,0
2024,2024-02-06,Westbound,All Vehicles,46,35,34,95,185,432,636,462,491,455,441,370,351,456,409,496,418,403,206,153,123,164,61,45,0,0
2024,2024-02-10,Westbound,Light Vehicles,40,36,11,9,71,203,222,279,405,370,535,493,504,497,568,625,649,608,194,198,170,97,114,13,0,0
2024,2024-02-10,Westbound,Heavy Vehicles,17,24,11,16,40,64,70,107,93,94,82,95,76,62,87,82,85,67,38,21,11,16,9,5,0,0
2024,2024-02-10,Westbound,All Vehicles,57,60,22,25,111,267,292,386,498,464,617,588,580,559,655,707,734,675,232,219,181,113,123,18,0,0
2024,2024-02-14,Westbound,Heavy Vehicles,27,28,23,50,95,161,179,157,150,146,152,126,76,49,45,34,94,76,12,11,22,34,19,26,0,0
2024,2024-02-14,Westbound,Light Vehicles,3,7,12,14,92,252,255,269,221,165,137,128,53,64,31,45,190,178,8,35,62,67,25,20,0,0
2024,2024-02-14,Westbound,All Vehicles,30,35,35,64,187,413,434,426,371,311,289,254,129,113,76,79,284,254,20,46,84,101,44,46,0,0
2024,2024-02-16,Westbound,Heavy Vehicles,11,16,22,46,103,149,171,103,125,203,154,181,160,156,150,168,121,137,78,56,34,28,48,19,0,0
2024,2024-02-16,Westbound,Light Vehicles,10,16,12,37,126,436,491,248,232,330,350,345,335,364,436,548,564,610,385,223,157,134,103,61,0,0
2024,2024-02-16,Westbound,All Vehicles,21,32,34,83,229,585,662,351,357,533,504,526,495,520,586,716,685,747,463,279,191,162,151,80,0,0
2024,2024-02-18,Westbound,Light Vehicles,46,8,6,,8,34,27,83,254,360,430,428,399,449,476,505,494,419,328,199,10,1,,1,0,0
2024,2024-02-18,Westbound,Heavy Vehicles,9,3,1,2,1,8,12,18,41,60,54,52,61,52,54,52,64,58,44,28,11,1,3,2,0,0
2024,2024-02-18,Westbound,All Vehicles,55,11,7,2,9,42,39,101,295,420,484,480,460,501,530,557,558,477,372,227,21,2,3,3,0,0
2024,2024-02-19,Westbound,Light Vehicles,,1,1,10,177,486,559,541,306,271,298,289,344,320,317,398,454,403,223,155,111,123,34,27,0,0
2024,2024-02-19,Westbound,Heavy Vehicles,,3,3,9,126,219,215,190,142,178,144,167,181,145,160,152,144,129,76,56,55,36,39,23,0,0
2024,2024-02-19,Westbound,All Vehicles,,4,4,19,303,705,774,731,448,449,442,456,525,465,477,550,598,532,299,211,166,159,73,50,0,0
2024,2024-02-23,Westbound,Light Vehicles,3,5,2,4,42,118,161,103,68,105,78,94,165,201,207,197,244,260,147,113,39,34,26,21,0,0
2024,2024-02-23,Westbound,Heavy Vehicles,1,1,1,2,13,34,45,27,13,29,22,30,41,52,37,40,43,38,14,16,11,3,6,2,0,0
2024,2024-02-23,Westbound,All Vehicles,4,6,3,6,55,152,206,130,81,134,100,124,206,253,244,237,287,298,161,129,50,37,32,23,0,0
2024,2024-03-18,Eastbound,Light Vehicles,2,1,,7,41,162,494,650,,442,385,363,406,424,470,598,806,671,403,181,131,104,56,50,0,0
2024,2024-03-18,Eastbound,Heavy Vehicles,1,9,11,2,94,176,309,329,,266,206,209,265,200,216,230,217,137,106,76,54,49,34,41,0,0
2024,2024-03-18,Eastbound,All Vehicles,3,10,11,9,135,338,803,979,,708,591,572,671,624,686,828,1023,808,509,257,185,153,90,91,0,0
2024,2024-03-19,Eastbound,Light Vehicles,105,38,12,16,41,152,462,716,765,461,400,400,350,353,505,603,806,663,480,246,157,102,49,49,0,0
2024,2024-03-19,Eastbound,Heavy Vehicles,40,34,25,47,82,161,337,357,291,235,229,225,210,217,257,261,227,157,128,90,57,44,46,30,0,0
2024,2024-03-19,Eastbound,All Vehicles,145,72,37,63,123,313,799,1073,1056,696,629,625,560,570,762,864,1033,820,608,336,214,146,95,79,0,0
2024,2024-03-20,Eastbound,Light Vehicles,105,28,15,12,38,157,515,630,775,483,406,383,368,394,443,655,810,680,446,230,135,92,72,48,0,0
2024,2024-03-20,Eastbound,Heavy Vehicles,47,32,20,45,78,165,299,319,277,254,256,211,214,208,260,220,201,151,122,69,57,42,52,31,0,0
2024,2024-03-20,Eastbound,All Vehicles,152,60,35,57,116,322,814,949,1052,737,662,594,582,602,703,875,1011,831,568,299,192,134,124,79,0,0
2024,2024-03-21,Eastbound,Light Vehicles,114,28,15,16,49,134,466,648,675,479,422,367,406,444,465,653,864,768,531,253,183,132,75,87,0,0
2024,2024-03-21,Eastbound,Heavy Vehicles,48,29,34,56,90,164,312,320,269,230,239,234,228,213,252,236,226,168,140,66,62,51,55,36,0,0
2024,2024-03-21,Eastbound,All Vehicles,162,57,49,72,139,298,778,968,944,709,661,601,634,657,717,889,1090,936,671,319,245,183,130,123,0,0
