year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2024,2024-02-24,Northbound,Light Vehicles,79,56,38,41,55,146,242,407,440,565,587,630,632,540,523,520,529,604,497,353,293,231,207,160,0,0
2024,2024-02-24,Northbound,Heavy Vehicles,4,4,6,5,4,20,34,37,45,57,60,60,63,56,58,59,46,47,39,38,22,26,16,6,0,0
2024,2024-02-24,Northbound,All Vehicles,83,60,44,46,59,166,276,444,485,622,647,690,695,596,581,579,575,651,536,391,315,257,223,166,0,0
2024,2024-02-25,Northbound,Light Vehicles,131,96,72,47,52,95,143,240,322,548,606,617,621,610,571,498,564,461,363,321,257,159,107,50,0,0
2024,2024-02-25,Northbound,Heavy Vehicles,9,5,2,1,1,12,14,20,31,53,67,47,52,61,49,51,47,41,26,22,23,10,7,3,0,0
2024,2024-02-25,Northbound,All Vehicles,140,101,74,48,53,107,157,260,353,601,673,664,673,671,620,549,611,502,389,343,280,169,114,53,0,0
2024,2024-02-26,Northbound,Light Vehicles,35,31,17,32,82,357,649,981,913,689,529,534,509,514,580,700,591,647,452,298,235,143,81,45,0,0
2024,2024-02-26,Northbound,Heavy Vehicles,1,5,4,3,16,65,115,149,114,106,105,81,82,70,86,99,88,63,50,23,15,12,6,2,0,0
2024,2024-02-26,Northbound,All Vehicles,36,36,21,35,98,422,764,1130,1027,795,634,615,591,584,666,799,679,710,502,321,250,155,87,47,0,0
2024,2024-02-27,Northbound,Light Vehicles,18,14,21,31,96,378,652,972,857,644,577,535,506,551,550,649,645,745,514,308,241,150,67,39,0,0
2024,2024-02-27,Northbound,Heavy Vehicles,1,1,5,5,20,65,135,141,113,105,101,99,82,84,83,100,69,51,53,29,17,16,5,5,0,0
2024,2024-02-27,Northbound,All Vehicles,19,15,26,36,116,443,787,1113,970,749,678,634,588,635,633,749,714,796,567,337,258,166,72,44,0,0
2024,2024-02-28,Northbound,Light Vehicles,24,13,17,31,103,398,725,1020,923,763,571,583,532,577,603,744,681,811,557,390,278,167,100,47,0,0
