year,date,cardinal_direction_seq,classification_seq,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,public_holiday,school_holiday
2024,2024-01-30,Southbound,Light Vehicles,40,25,8,12,24,110,188,280,305,256,239,247,242,258,272,293,307,249,182,154,120,80,39,41,0,0
2024,2024-01-30,Southbound,Heavy Vehicles,16,22,26,26,36,89,119,136,133,120,91,84,70,76,69,79,43,55,40,42,25,28,27,16,0,0
2024,2024-01-30,Southbound,All Vehicles,56,47,34,38,60,199,307,416,438,376,330,331,312,334,341,372,350,304,222,196,145,108,66,57,0,0
2024,2024-01-31,Southbound,Light Vehicles,41,26,4,9,26,101,187,282,271,244,221,228,256,263,259,269,279,244,160,137,124,71,49,27,0,0
2024,2024-01-31,Southbound,Heavy Vehicles,21,21,24,20,34,78,137,137,138,109,88,79,73,67,75,62,66,50,41,29,22,23,15,17,0,0
2024,2024-01-31,Southbound,All Vehicles,62,47,28,29,60,179,324,419,409,353,309,307,329,330,334,331,345,294,201,166,146,94,64,44,0,0
2024,2024-02-01,Southbound,Light Vehicles,32,21,14,10,35,106,222,330,283,292,303,284,335,324,353,326,334,286,245,194,139,83,65,51,0,1
2024,2024-02-01,Southbound,Heavy Vehicles,19,21,27,29,51,96,137,150,153,136,105,99,84,79,78,74,62,60,45,46,33,16,18,19,0,1
2024,2024-02-01,Southbound,All Vehicles,51,42,41,39,86,202,359,480,436,428,408,383,419,403,431,400,396,346,290,240,172,99,83,70,0,1
2024,2024-02-02,Southbound,Heavy Vehicles,14,32,21,34,41,81,130,144,132,113,128,85,87,95,87,98,84,79,48,52,42,26,25,17,0,1
2024,2024-02-02,Southbound,Light Vehicles,33,25,6,10,25,120,207,277,260,268,303,363,407,425,423,520,510,479,422,413,313,187,96,59,0,1
2024,2024-02-02,Southbound,All Vehicles,47,57,27,44,66,201,337,421,392,381,431,448,494,520,510,618,594,558,470,465,355,213,121,76,0,1
2024,2024-02-03,Southbound,Heavy Vehicles,18,24,11,19,19,31,50,44,45,59,80,56,62,54,68,56,57,51,37,28,32,20,7,5,0,1
2024,2024-02-03,Southbound,Light Vehicles,48,39,22,14,17,56,74,152,297,429,605,690,712,670,599,528,519,463,388,283,243,179,108,84,0,1
2024,2024-02-03,Southbound,All Vehicles,66,63,33,33,36,87,124,196,342,488,685,746,774,724,667,584,576,514,425,311,275,199,115,89,0,1
2024,2024-02-04,Southbound,Light Vehicles,61,45,18,8,12,12,59,85,170,280,372,434,517,547,587,579,610,545,499,382,292,207,142,89,0,1
2024,2024-02-04,Southbound,Heavy Vehicles,7,12,13,7,4,13,16,20,27,33,48,38,39,53,56,41,47,45,32,33,16,27,17,9,0,1
2024,2024-02-04,Southbound,All Vehicles,68,57,31,15,16,25,75,105,197,313,420,472,556,600,643,620,657,590,531,415,308,234,159,98,0,1
2024,2024-02-05,Southbound,Heavy Vehicles,10,21,21,15,36,84,121,162,151,132,100,110,96,88,88,82,71,56,43,41,40,26,16,13,0,1
2024,2024-02-05,Southbound,Light Vehicles,69,29,20,21,34,161,315,429,421,337,353,378,420,484,467,450,428,338,231,205,147,92,67,40,0,1
2024,2024-02-05,Southbound,All Vehicles,79,50,41,36,70,245,436,591,572,469,453,488,516,572,555,532,499,394,274,246,187,118,83,53,0,1
2024,2024-02-06,Southbound,Heavy Vehicles,14,13,28,26,33,79,129,156,129,135,99,105,81,84,97,85,67,55,45,31,25,25,20,22,0,0
2024,2024-02-06,Southbound,Light Vehicles,35,25,12,5,27,111,257,431,393,386,316,318,376,294,321,346,338,276,209,129,111,72,60,47,0,0
2024,2024-02-06,Southbound,All Vehicles,49,38,40,31,60,190,386,587,522,521,415,423,457,378,418,431,405,331,254,160,136,97,80,69,0,0
2024,2024-02-07,Southbound,Light Vehicles,22,20,11,9,32,124,237,409,377,311,296,324,309,321,295,326,377,263,201,160,138,86,60,35,0,0
2024,2024-02-07,Southbound,Heavy Vehicles,24,27,31,31,33,82,173,167,148,124,75,82,102,79,74,70,71,62,42,43,30,27,22,12,0,0
2024,2024-02-07,Southbound,All Vehicles,46,47,42,40,65,206,410,576,525,435,371,406,411,400,369,396,448,325,243,203,168,113,82,47,0,0
2024,2024-02-08,Southbound,Heavy Vehicles,15,25,26,28,52,83,135,149,127,125,106,92,91,86,95,79,57,58,50,36,44,30,29,21,0,0
2024,2024-02-08,Southbound,Light Vehicles,26,17,17,10,27,110,274,367,353,344,303,312,308,304,315,382,380,305,266,204,150,93,53,49,0,0
2024,2024-02-08,Southbound,All Vehicles,41,42,43,38,79,193,409,516,480,469,409,404,399,390,410,461,437,363,316,240,194,123,82,70,0,0
2024,2024-02-09,Southbound,Light Vehicles,29,26,12,15,31,117,194,310,313,304,303,382,456,462,521,577,531,509,427,389,319,196,99,42,0,0
2024,2024-02-09,Southbound,Heavy Vehicles,24,27,34,29,47,83,127,112,149,119,117,108,119,84,106,86,74,83,71,51,35,31,20,13,0,0
2024,2024-02-09,Southbound,All Vehicles,53,53,46,44,78,200,321,422,462,423,420,490,575,546,627,663,605,592,498,440,354,227,119,55,0,0
2024,2024-02-10,Southbound,Light Vehicles,60,59,47,17,11,48,82,161,276,462,586,684,733,723,678,603,547,477,383,304,217,143,124,72,0,0
2024,2024-02-10,Southbound,Heavy Vehicles,22,24,19,16,18,24,41,62,43,62,65,61,64,73,60,49,45,38,41,28,25,12,16,5,0,0
2024,2024-02-10,Southbound,All Vehicles,82,83,66,33,29,72,123,223,319,524,651,745,797,796,738,652,592,515,424,332,242,155,140,77,0,0
2024,2024-02-11,Southbound,Light Vehicles,73,58,60,17,8,26,47,79,213,333,460,667,908,1027,1047,1129,1049,900,804,622,341,303,227,98,0,0
2024,2024-02-11,Southbound,Heavy Vehicles,7,4,18,6,6,9,9,20,31,37,49,52,62,62,82,86,77,63,46,45,32,33,24,13,0,0
2024,2024-02-11,Southbound,All Vehicles,80,62,78,23,14,35,56,99,244,370,509,719,970,1089,1129,1215,1126,963,850,667,373,336,251,111,0,0
2024,2024-02-12,Southbound,Heavy Vehicles,15,15,23,21,32,75,181,164,151,152,113,113,108,92,83,86,70,57,50,45,25,20,19,16,0,0
2024,2024-02-12,Southbound,Light Vehicles,60,28,14,15,38,177,309,525,448,390,360,433,416,396,374,381,352,323,252,168,122,114,90,52,0,0
2024,2024-02-12,Southbound,All Vehicles,75,43,37,36,70,252,490,689,599,542,473,546,524,488,457,467,422,380,302,213,147,134,109,68,0,0
2024,2024-02-13,Southbound,Light Vehicles,39,21,9,10,34,113,276,425,391,357,260,288,350,342,329,347,374,306,193,201,125,103,86,61,0,0
2024,2024-02-13,Southbound,Heavy Vehicles,26,26,27,30,41,92,141,167,128,130,91,110,84,90,86,79,56,50,44,44,32,29,13,26,0,0
2024,2024-02-13,Southbound,All Vehicles,65,47,36,40,75,205,417,592,519,487,351,398,434,432,415,426,430,356,237,245,157,132,99,87,0,0
2024,2024-02-14,Southbound,Heavy Vehicles,21,25,28,25,38,88,155,154,141,116,109,103,77,70,91,84,48,54,39,32,41,22,28,15,0,0
2024,2024-02-14,Southbound,Light Vehicles,37,24,8,15,28,125,246,387,397,329,259,306,330,286,361,369,352,321,233,174,142,87,63,42,0,0
2024,2024-02-14,Southbound,All Vehicles,58,49,36,40,66,213,401,541,538,445,368,409,407,356,452,453,400,375,272,206,183,109,91,57,0,0
2024,2024-02-15,Southbound,Light Vehicles,27,19,10,15,24,127,243,382,366,336,314,335,320,348,350,396,373,315,233,234,174,113,65,35,0,0
2024,2024-02-15,Southbound,Heavy Vehicles,11,24,28,23,40,105,141,154,130,112,110,92,93,91,80,88,61,63,59,46,38,35,23,23,0,0
2024,2024-02-15,Southbound,All Vehicles,38,43,38,38,64,232,384,536,496,448,424,427,413,439,430,484,434,378,292,280,212,148,88,58,0,0
2024,2024-02-16,Southbound,Heavy Vehicles,22,21,31,23,39,94,132,126,120,115,106,101,102,101,102,89,86,88,73,48,35,27,23,13,0,0
2024,2024-02-16,Southbound,Light Vehicles,31,14,7,15,29,111,214,295,329,277,303,378,453,526,581,641,614,599,550,416,354,217,133,56,0,0
2024,2024-02-16,Southbound,All Vehicles,53,35,38,38,68,205,346,421,449,392,409,479,555,627,683,730,700,687,623,464,389,244,156,69,0,0
2024,2024-02-17,Southbound,Heavy Vehicles,13,24,20,16,22,29,36,40,49,48,64,60,55,63,50,42,37,39,36,29,23,18,9,10,0,0
2024,2024-02-17,Southbound,Light Vehicles,43,47,15,4,15,56,77,190,295,446,630,731,717,637,562,515,485,426,401,274,227,158,151,86,0,0
2024,2024-02-17,Southbound,All Vehicles,56,71,35,20,37,85,113,230,344,494,694,791,772,700,612,557,522,465,437,303,250,176,160,96,0,0
2024,2024-02-18,Southbound,Light Vehicles,72,75,22,8,17,20,52,108,194,344,476,598,742,885,781,963,908,846,694,548,388,260,154,92,0,0
2024,2024-02-18,Southbound,Heavy Vehicles,5,15,10,9,10,8,11,16,24,38,66,53,62,71,62,73,58,62,47,40,42,32,16,14,0,0
2024,2024-02-18,Southbound,All Vehicles,77,90,32,17,27,28,63,124,218,382,542,651,804,956,843,1036,966,908,741,588,430,292,170,106,0,0
2024,2024-02-19,Southbound,Light Vehicles,73,20,14,9,41,183,314,470,442,329,367,409,426,393,387,379,402,333,243,229,159,96,85,51,0,0
2024,2024-02-19,Southbound,Heavy Vehicles,11,15,30,17,40,93,159,153,135,128,108,139,96,90,85,102,56,69,45,36,30,22,25,17,0,0
2024,2024-02-19,Southbound,All Vehicles,84,35,44,26,81,276,473,623,577,457,475,548,522,483,472,481,458,402,288,265,189,118,110,68,0,0
2024,2024-02-20,Southbound,Light Vehicles,30,23,11,9,30,132,284,403,345,325,286,297,307,301,290,309,358,341,233,172,135,91,51,40,0,0
